,idx,Review,Rating,Length
65990,65990,smart compel,1,2
65991,65991,one rare picture root throughout,1,5
65992,65992,nicholson goofy heartfelt mesmerize king lear,1,6
65993,65993,world traveler give reason care,0,5
65994,65994,prove compel,1,2
65995,65995,felt craven nightmare elm street hill eye sad schlock merchant deadly friend,0,12
65996,65996,terrific screenplay,1,2
65997,65997,stiflingly unfunny unoriginal mess,0,4
65998,65998,ambitious,1,1
65999,65999,seem worth effort,1,3
66000,66000,turn bite cheat end,0,4
66001,66001,may convince something significant say,0,5
66002,66002,hugely entertain uplift,1,3
66003,66003,boredom never take hold,1,4
66004,66004,leave work sort like michael jackson nose,0,7
66005,66005,exhilarate,1,1
66006,66006,formula mercilessly,0,2
66007,66007,great story,1,2
66008,66008,construct around core flimsy worse yet nonexistent ideas,0,8
66009,66009,faith future,1,2
66010,66010,movie gauge,1,2
66011,66011,gloriously,1,1
66012,66012,exploitative largely devoid depth sophistication would make watch graphic treatment crimes bearable,0,12
66013,66013,provide comic relief,1,3
66014,66014,gentle engross character,1,3
66015,66015,whine bellyache paranoid unlikable man,0,5
66016,66016,nt movie,0,2
66017,66017,nt quite justice awfulness movie come painfully execution,0,8
66018,66018,undeniable entertainment value,1,3
66019,66019,invoke percussion rhythm brass soul sense fierce competition help make great march band half fun college football game,1,18
66020,66020,movie put squarely service lovers inhabit,1,6
66021,66021,something amicable endeavor,1,3
66022,66022,excellent sequel,1,2
66023,66023,funny sexy devastate incurably romantic,1,5
66024,66024,impressively discreet filmmakers,1,3
66025,66025,never better colorful biopic mexican icon,1,6
66026,66026,production design score choreography simply intoxicate,1,6
66027,66027,provide,1,1
66028,66028,insight humor,1,2
66029,66029,rare quality able creep live hell,1,6
66030,66030,achieve emotional power moments revelation,1,5
66031,66031,film impressive performances,1,3
66032,66032,futile concoction,0,2
66033,66033,begin promise run aground snare tangle plot,0,7
66034,66034,slapstick labor,0,2
66035,66035,infantile,0,1
66036,66036,raunchy frequently hilarious followup,1,4
66037,66037,even plot,0,2
66038,66038,avoid see trite predictable rehash,0,5
66039,66039,feel realistic,1,2
66040,66040,weirdness sake weirdness,0,3
66041,66041,unexpected moments authentically impulsive humor,1,5
66042,66042,bewilderingly brilliant entertain movie,1,4
66043,66043,sag,0,1
66044,66044,nt even like character,0,4
66045,66045,interest character even halfway intrigue plot,1,6
66046,66046,could nt find stardom mapquest email pointtopoint drive directions,0,9
66047,66047,fan undoubtedly enjoy,1,3
66048,66048,fascinate character deserve better vehicle facetious smirk movie,0,8
66049,66049,ravage,1,1
66050,66050,wo nt hold long haul,0,5
66051,66051,,1,1
66052,66052,seamless,1,1
66053,66053,bore talk head etc,0,4
66054,66054,reinvent,1,1
66055,66055,predictably efficient piece business notable largely overwhelm creepiness eagerness create image wish nt see day age course point,1,18
66056,66056,occasionally loud offensive often,0,4
66057,66057,town kind authentic feel one people stand everybody else background seem manufacture artificial,0,13
66058,66058,sincere act,1,2
66059,66059,feature necessary hole head,0,4
66060,66060,well probably wo nt swing tree hoot praise,0,8
66061,66061,unsettle memorable cinematic experience,1,4
66062,66062,balance traditional modern stories together manner,1,6
66063,66063,nt even seem like try,0,5
66064,66064,attraction two marginal character complex start refreshingly stay way,1,9
66065,66065,impressive stag hardware,1,3
66066,66066,even slightly wisedup kid would quickly change channel,0,8
66067,66067,sense story juvenile camera movements smack film school undergrad,0,9
66068,66068,grate,0,1
66069,66069,stimulate,1,1
66070,66070,sade achieve nearimpossible turn marquis de sade dullard,0,8
66071,66071,make project interest,1,3
66072,66072,unusual unfortunately also irritate,0,4
66073,66073,two hours better watch,1,4
66074,66074,tiresome rant,0,2
66075,66075,sincerely craft picture deserve emerge traffic jam holiday movies,1,9
66076,66076,clever adaptation bard tragic play,1,5
66077,66077,creative act,1,2
66078,66078,hop sense movie deserve recommendation,1,5
66079,66079,check one,1,2
66080,66080,sparkle,1,1
66081,66081,base stock clichés,0,3
66082,66082,never vividly,1,2
66083,66083,like four lead actors lot manage squeeze laugh material tread water best forgettable effort,1,14
66084,66084,standup magic,1,2
66085,66085,solid psychological action film hong kong,1,6
66086,66086,save private ryan battle scenes,1,5
66087,66087,create feature film wickedly fun watch,1,6
66088,66088,goosepimple,1,1
66089,66089,see fuss,1,2
66090,66090,new film subzero version monsters inc without latter imagination visual charm texture,0,12
66091,66091,savvy street activism,1,3
66092,66092,still burden actor,0,3
66093,66093,appealingly manic energetic,1,3
66094,66094,urge doze,0,2
66095,66095,also nicely do,1,3
66096,66096,pretty decent little documentary,1,4
66097,66097,temperamental,0,1
66098,66098,dark brood slow,0,3
66099,66099,rice never clearly define character give us reason care,0,9
66100,66100,intricate plot,1,2
66101,66101,much jonah simply gratefully,1,4
66102,66102,humor technological finish,1,3
66103,66103,lovely toward end,1,3
66104,66104,mood movie,0,2
66105,66105,give boost,1,2
66106,66106,predictability bland comfort food appeal,0,5
66107,66107,fairly solid mention well edit certainly nt feel like film stray past two half mark,1,15
66108,66108,one year best film,1,4
66109,66109,capable ante movie star charisma need sell us twist love story also negotiate movie darker turn,1,16
66110,66110,step mainstream filmmaking assurance worthy international acclaim,1,7
66111,66111,entirely humorless,0,2
66112,66112,never film irresistibly baran,1,4
66113,66113,intellectual,1,1
66114,66114,engage imaginative filmmaking nearly 2 12,1,6
66115,66115,bloat effect,0,2
66116,66116,makebelieve promise life soar material realm,1,6
66117,66117,make point two regard life,1,5
66118,66118,anything display,0,2
66119,66119,entirely appeal pumpkin,1,3
66120,66120,compel gutclutching piece advocacy cinema carry along torrent emotion explore awful complications one terrify day,1,15
66121,66121,odd poetic road movie,1,4
66122,66122,also want little alien friend,1,5
66123,66123,set tone summer good stuff,1,5
66124,66124,yet another remarkable yet shockingly littleknown perspective,1,7
66125,66125,try hard funny way loud goofy short attention span,0,9
66126,66126,try guess order kid house gore,0,6
66127,66127,end extravagantly redeem,1,3
66128,66128,make amaze breakthrough first star role,1,6
66129,66129,snag oscar nomination,1,3
66130,66130,embody worst excesses nouvelle vague without sense fun energy,0,9
66131,66131,decide let crocodile hunter steve irwin best fashion story around,1,10
66132,66132,par first one,1,3
66133,66133,coo beseechingly,1,2
66134,66134,hot chick pretty damn funny,1,5
66135,66135,approach swedish fatalism use gary larson far side humor,1,9
66136,66136,mar,0,1
66137,66137,bottom line least opinion imposter make better short story film,0,10
66138,66138,fringe feminist conspiracy theorist,0,4
66139,66139,meander sometimes dry,0,3
66140,66140,good ideas,1,2
66141,66141,hokey piece nonsense try hard emotional,0,6
66142,66142,engage us constant fit laughter find surprise much care story end walk satisfy also somewhat touch,1,16
66143,66143,inspire ironic,1,2
66144,66144,astonish,1,1
66145,66145,bile irony,0,2
66146,66146,put together bold biographical fantasia,1,5
66147,66147,despite strong performances never rise level telanovela,0,7
66148,66148,cliche call film refresh,0,4
66149,66149,weak,0,1
66150,66150,best,1,1
66151,66151,kneejerk misogyny pass humor many teenage comedies,0,7
66152,66152,mislead,0,1
66153,66153,make literature literal without kill soul feat think person bind appreciate,1,11
66154,66154,comedy equivalent saddam hussein,0,4
66155,66155,live women tear apart legacy abuse,0,6
66156,66156,creepy michael jackson sort way,0,5
66157,66157,new age,1,2
66158,66158,intelligence vision painterly literary,1,4
66159,66159,would gobble dolby digital stereo,0,5
66160,66160,squirm,0,1
66161,66161,great piece,1,2
66162,66162,hamper predictable plot paperthin support character,0,6
66163,66163,invite genuine spontaneity film evil alien laser gun actually hit something,0,11
66164,66164,quirky charm,1,2
66165,66165,good essential problem,0,3
66166,66166,forget everything ever know generate suspense,0,6
66167,66167,beautiful film watch,1,3
66168,66168,noyce greatest mistake,0,3
66169,66169,feelgood family comedy,1,3
66170,66170,love music,1,2
66171,66171,monster,0,1
66172,66172,ensure,1,1
66173,66173,level young black manhood funny touch smart complicate,1,8
66174,66174,thoughtful surprisingly affect portrait screwedup man dare mess powerful people,1,10
66175,66175,interest ways deal subject,0,4
66176,66176,particularly impressive,1,2
66177,66177,enough moments keep entertain,1,4
66178,66178,adventurous young talent find inspiration fringe american underground,1,8
66179,66179,stylish exercise,1,2
66180,66180,must genre fan,1,3
66181,66181,enthusiastic,1,1
66182,66182,timelessness,1,1
66183,66183,feel feel,1,2
66184,66184,worth see weaver lapaglia,1,4
66185,66185,nightmarish,0,1
66186,66186,bite melodramatic even little date,0,5
66187,66187,wear somewhat cumbersome 3d goggle,0,5
66188,66188,charisma hugh grant sandra bullock,1,5
66189,66189,barbershop tune community,1,3
66190,66190,owe benigni,0,2
66191,66191,rat eee excitement,1,3
66192,66192,agenda deliver aweinspiring time sublime visuals,1,6
66193,66193,muddy sound,0,2
66194,66194,manage compel amuse unsettle time,1,5
66195,66195,compel,1,1
66196,66196,deceptively simple deeply satisfy,1,4
66197,66197,predictable every turn,0,3
66198,66198,volatile,0,1
66199,66199,come laziness arrogance thing already know,0,6
66200,66200,great look funny,1,3
66201,66201,longest 90 minutes moviegoing life,0,5
66202,66202,dead water weight,0,3
66203,66203,find tone several scenes run,1,5
66204,66204,gon na like movie,1,4
66205,66205,tedious,0,1
66206,66206,kung pow seem like futile concoction develop hastily oedekerk,0,9
66207,66207,attractive throughout,1,2
66208,66208,would hard time sit one,0,5
66209,66209,rarest kinds film,1,3
66210,66210,listen extremist namecalling,0,3
66211,66211,painful improbability,0,2
66212,66212,accomplish,1,1
66213,66213,beautifully realize clever makeup design leave one hope eventual dvd release offer subtitle original italianlanguage soundtrack,1,16
66214,66214,ultimately film never recover clumsy cliché ugly american abroad toofrosty exterior ms paltrow employ authenticate british persona another liability,0,19
66215,66215,freshfaced youngguns cast,1,3
66216,66216,strong itch explore,1,3
66217,66217,perpetually waste,0,2
66218,66218,intense experience,1,2
66219,66219,feel movie veer far exxon zone leave behind station look return ticket realism,0,13
66220,66220,play like weird masterpiece theater sketch neither,0,7
66221,66221,hopefully film attach human face little steam cartons,1,8
66222,66222,mustsee,1,1
66223,66223,make feel never want see another car chase explosion gunfight,0,10
66224,66224,break heart,1,2
66225,66225,ick,0,1
66226,66226,original,1,1
66227,66227,giddy whimsical relevant today,1,4
66228,66228,certain sense experimentation improvisation film may always work nevertheless compel,1,10
66229,66229,hilarious,1,1
66230,66230,undeniably move film,1,3
66231,66231,compel amuse unsettle,1,3
66232,66232,hole film remain agape hole punch inconsistent meander sometimes dry plot,0,11
66233,66233,easily end well enough,0,4
66234,66234,different emotionally reserve type survival story film less refract world war ii specific condition one man man,1,17
66235,66235,enthrall whole family,1,3
66236,66236,awful,0,1
66237,66237,stereotypical familial quandaries,0,3
66238,66238,heartwarming nonjudgmental kind way,1,4
66239,66239,enjoy perfectly pitch web tension chabrol spin,1,7
66240,66240,support,1,1
66241,66241,excite,1,1
66242,66242,garcia jagger turn perfectly execute wonderfully sympathetic character alternately touch funny,1,11
66243,66243,lowgrade cheese standards operate,0,4
66244,66244,find better entertainment,0,3
66245,66245,energetic always surprise performance,1,4
66246,66246,brady,1,1
66247,66247,good laugh,1,2
66248,66248,aloof,0,1
66249,66249,careless unfocused,0,2
66250,66250,brilliant videodrome,1,2
66251,66251,little time,0,2
66252,66252,pretty decent kidpleasing tolerabletoadults lark movie,1,6
66253,66253,revulsion,0,1
66254,66254,film get add disdain fact nearly impossible look understand,0,9
66255,66255,enough feel good,1,3
66256,66256,antifeminist,0,1
66257,66257,something say,1,2
66258,66258,enjoy mild escapism,1,3
66259,66259,tsai welldeserved reputation one cinema world great visual stylists,1,9
66260,66260,dull,0,1
66261,66261,mesmerise,1,1
66262,66262,likely induce sleep fright,0,4
66263,66263,may,0,1
66264,66264,imitations,0,1
66265,66265,tough enough fit modern action movie,1,6
66266,66266,great performances,1,2
66267,66267,something appear lose translation time,0,5
66268,66268,slack execution italicize absurdity premise,0,5
66269,66269,jim carrey,1,2
66270,66270,furiously funny pace,1,3
66271,66271,nt make great cinema,0,4
66272,66272,dare say entertain,1,3
66273,66273,scoob shag nt eat enough film,0,6
66274,66274,take classic story cast attractive talented actors,1,7
66275,66275,feel stoke,1,2
66276,66276,final whistle,0,2
66277,66277,nt think movie love women,0,5
66278,66278,horrible pain death,0,3
66279,66279,work jaunt memory lane teens young adults grow televise scoobydoo show rerun,1,12
66280,66280,film buff get know,1,4
66281,66281,journey difficult audience take protagonist,0,5
66282,66282,pleasure film like hours alternative,1,5
66283,66283,help entertain sight someone get away something,1,7
66284,66284,even hastily amateurishly draw animation engage,0,6
66285,66285,problem idea creation go,0,4
66286,66286,exaggerate broad come annoy rather charm,0,6
66287,66287,fart get inner nineyearold,1,4
66288,66288,odd show pregnant moods stillborn except harsh conceptual exercise,0,9
66289,66289,messenger,1,1
66290,66290,illogic,0,1
66291,66291,start slowly adrien brody title role help make film conclusion powerful satisfy,1,12
66292,66292,pool utterly incompetent conclusion,0,4
66293,66293,work,1,1
66294,66294,show sign rich detail condense evocative image strike character traits,1,10
66295,66295,festival,1,1
66296,66296,dumb action movie,0,3
66297,66297,filmmakers direct especially coen brothers steven soderbergh,1,7
66298,66298,hole punch inconsistent meander sometimes dry plot,0,7
66299,66299,goofy entirely wholesome fun,1,4
66300,66300,magical enough,1,2
66301,66301,insultingly inept artificial examination grief impact upon relationships survivors,0,9
66302,66302,exquisite unfakable sense,1,3
66303,66303,fresh raw like blownout vein,0,5
66304,66304,little wit,1,2
66305,66305,sleek,1,1
66306,66306,unmemorable filler,0,2
66307,66307,barnburningly bad movie promise would,0,5
66308,66308,nt really care much love story,0,6
66309,66309,bullock grant still look ill ease share scene,0,8
66310,66310,exceptional thriller,1,2
66311,66311,botch,0,1
66312,66312,good ear dialogue,1,3
66313,66313,gift magi relocate scuzzy underbelly nyc drug scene,0,8
66314,66314,predictable,0,1
66315,66315,could easily become comic relief film,1,6
66316,66316,mawkish dialogue,0,2
66317,66317,laughable compulsively watchable commit dumbness,1,5
66318,66318,sincere work would better diary documentary,1,6
66319,66319,cellophanepop remake,0,2
66320,66320,run 71 minutes,0,3
66321,66321,every movie come along remind us bad motion picture truly,0,10
66322,66322,surface histrionics,0,2
66323,66323,movie cinematic fluidity sense intelligence make work probably,1,8
66324,66324,nothing gain watch,0,3
66325,66325,please way,1,2
66326,66326,veggietales fan appetizing side dish asparagus,1,6
66327,66327,reason,0,1
66328,66328,check brain door,0,3
66329,66329,damn wonderful,1,2
66330,66330,resentment,0,1
66331,66331,beautiful watch hold certain charm,1,5
66332,66332,like quirky odd movies andor ironic fun one,1,8
66333,66333,hard imagine even small children impress tire retread,0,8
66334,66334,promise georgianisraeli director dover kosashvili,1,5
66335,66335,excite watch two lastplace basketball team,0,6
66336,66336,blond honey,1,2
66337,66337,schmaltzy bythenumbers romantic comedy,0,4
66338,66338,enjoy movie,1,2
66339,66339,combine comically dismal social realism farcically bawdy fantasy redemption regeneration,1,10
66340,66340,highwattage brainpower couple pitchperfect act exquisite unfakable sense cinema,1,9
66341,66341,taste quirky,1,2
66342,66342,extraordinary debut,1,2
66343,66343,lifeaffirming message,1,2
66344,66344,longwinded heist comedy,0,3
66345,66345,mean good enough girls,1,4
66346,66346,long dull procession despair set cello music,0,7
66347,66347,certainly clever spot toolong spoofy update shakespeare macbeth nt sustain high enough level invention,0,14
66348,66348,ca nt think thing character except run dark tunnel fight various anonymous attackers evade elaborate surveillance technologies,0,17
66349,66349,roger sad cad really give film oomph,1,7
66350,66350,twoway timeswitching myopic mystery stall lackluster gear emotional blandness,0,9
66351,66351,strand,0,1
66352,66352,old movies could rent movies instead let alone seek respectable new one,0,12
66353,66353,rare imax movie wish,1,4
66354,66354,likely enjoy computer,0,3
66355,66355,unromantic,0,1
66356,66356,act direct clear washington certainly new career ahead choose,1,9
66357,66357,felt vividly detail story newcomers strange new world,1,8
66358,66358,inspire ironic,1,2
66359,66359,children,1,1
66360,66360,earn right favorably compare das boot,1,6
66361,66361,impressive,1,1
66362,66362,labyrinthine,1,1
66363,66363,one bestsustained ideas ever see screen,1,6
66364,66364,film best appreciate will endure extremely languorous rhythms wait happiness ultimately thoughtful without much dramatic impact,1,16
66365,66365,third time charm yeah baby,1,5
66366,66366,overstate,0,1
66367,66367,little particularly slant gay sm fantasy enervate,0,7
66368,66368,put another notch,0,3
66369,66369,things,1,1
66370,66370,powerful move without stoop base melodrama,1,6
66371,66371,try figure whether cocky pseudointellectual kid intentionally leave college kill,0,10
66372,66372,success,1,1
66373,66373,things nice,1,2
66374,66374,film aficionados help love cinema paradiso whether original version new director cut,1,12
66375,66375,affinity character,0,2
66376,66376,cue,1,1
66377,66377,take,0,1
66378,66378,soso madefortv,0,2
66379,66379,really funny movie,1,3
66380,66380,gain much momentum,1,3
66381,66381,visceral spiritual wonderfully vulgar,1,4
66382,66382,mess,0,1
66383,66383,work,1,1
66384,66384,disappoint movie long time,0,4
66385,66385,sadistic bike flick would make vittorio de sica proud,1,9
66386,66386,fun energy,1,2
66387,66387,offer exploration accurate anything see american film,1,7
66388,66388,undeniably move film,1,3
66389,66389,divert thoughtprovoking,1,2
66390,66390,mean machine decent tv out nt big screen magic,0,9
66391,66391,layer action man cliché atop wooden dialogue,0,7
66392,66392,fair share dumb drug joke predictable slapstick,0,7
66393,66393,watch thirty second say,0,4
66394,66394,consistently sensitive often excite,1,4
66395,66395,enjoy slightly humorous tender story,1,5
66396,66396,articulate flood emotion,1,3
66397,66397,pack subplots involve various silbersteins feel like pilot episode tv series feature film,0,13
66398,66398,much exploitation little,0,3
66399,66399,god help us capra cooper roll grave,0,7
66400,66400,several silly subplots,0,3
66401,66401,intelligent deeply,1,2
66402,66402,adventure worthwhile environmental message,1,4
66403,66403,meander,0,1
66404,66404,nothing like love give movie b12 shoot,1,7
66405,66405,bring battle bots please,1,4
66406,66406,imperfect,0,1
66407,66407,attract young fit,1,3
66408,66408,kidempowerment fantasy,1,2
66409,66409,appal shamelessly manipulative contrive,0,4
66410,66410,lazily glumly,0,2
66411,66411,shoot digital videotape rather film,0,5
66412,66412,odd drama,0,2
66413,66413,inside mess world traveler,0,4
66414,66414,bring youthful outtochangetheworld aggressiveness project,1,5
66415,66415,suck dare believe,1,3
66416,66416,grandeur best next generation episodes lack,0,6
66417,66417,super violent superserious superstupid,0,4
66418,66418,cast crew nt sign pact burn negative script pretend whole thing never exist,0,13
66419,66419,take unexpected material,1,3
66420,66420,sly humor,1,2
66421,66421,leftovers,1,1
66422,66422,even valiantly struggle remain interest least conscious could feel eyelids get heavy,0,12
66423,66423,exploitative largely devoid depth sophistication would make watch graphic treatment crimes bearable,0,12
66424,66424,story play slowly character intrigue realistic,1,6
66425,66425,stomachknotting suspense,1,2
66426,66426,set ms birot film apart others genre greater attention parent particularly fateful father emotional evolution two bewitch adolescents,1,18
66427,66427,fearlessness,1,1
66428,66428,eyeboggling blend psychedelic devices special effect background spy kid 2 visual treat audiences,1,13
66429,66429,sorely lack,0,2
66430,66430,new interest,1,2
66431,66431,address world war ii experience signature style,1,7
66432,66432,go stark desert,0,3
66433,66433,confront,1,1
66434,66434,something would rather live denial,0,5
66435,66435,film ultimately quite unengaging,0,4
66436,66436,rae,1,1
66437,66437,stress dumb,0,2
66438,66438,suffer two fatal ailments dearth vitality story shapeless uninflected,0,9
66439,66439,movies want watch week live,1,5
66440,66440,arguments,1,1
66441,66441,still console art ever reveal source spiritual survival,1,8
66442,66442,crass contrive sequels,0,3
66443,66443,fuse solid performances eerie atmosphere,1,5
66444,66444,emotionally least,1,2
66445,66445,kinetic enough engross even antsy youngsters,1,6
66446,66446,eyecatching,1,1
66447,66447,overwhelm waste,0,2
66448,66448,world fascinate stories,1,3
66449,66449,eloquently,1,1
66450,66450,cult favorite,1,2
66451,66451,rather special,1,2
66452,66452,good race,1,2
66453,66453,amuse enough watch offer fine act moments pungent insights modern la showbiz media,1,13
66454,66454,enough laugh sustain interest end,1,5
66455,66455,fiji diver rusi vulakoro marry couple howard michelle hall show us world love make,1,14
66456,66456,methodical measure gently tedious comedy secret ballot purposefully reductive movie may successful lodge brain,1,14
66457,66457,really bad,0,2
66458,66458,pitifully unromantic,0,2
66459,66459,lose film circular structure ever offer insightful discourse well love time money,0,12
66460,66460,wishywashy,0,1
66461,66461,carry spoton scottish burr duvall also producer peel layer character may well exist paper,1,14
66462,66462,convince emotional gravity scene santa give gift grownups,1,8
66463,66463,darkly funny frequently insightful,1,4
66464,66464,essential,1,1
66465,66465,kung pow set new benchmark lameness,0,6
66466,66466,jeonghyang lee film deceptively simple deeply satisfy,1,7
66467,66467,seem funny,1,2
66468,66468,find road perdition lead satisfy destination,1,6
66469,66469,film might turn many people opera general art form visceral spiritual wonderfully vulgar sublimely lofty emotionally grand life,1,18
66470,66470,suggest director fight urge sensationalize material,1,6
66471,66471,tight nasty,1,2
66472,66472,enter pantheon wreckage include battlefield earth showgirls,0,7
66473,66473,dong make valiant effort understand everyone point view good job family fundamentals get rile,1,14
66474,66474,pad allen jelly belly,0,4
66475,66475,baffle subplot involve smuggle drug inside danish cow,0,8
66476,66476,impossible claim base true story,0,5
66477,66477,bad things,0,2
66478,66478,flaccid satire,0,2
66479,66479,bolado credit good intentions,1,4
66480,66480,ca nt deny seriousness quality,1,5
66481,66481,refresh drink woodland stream,1,4
66482,66482,feature film,1,2
66483,66483,best,1,1
66484,66484,happy time maintain appeal veneer without become cute,1,8
66485,66485,ca nt believe anyone would really buy stuff,0,8
66486,66486,like jaglom film honestly affect,1,5
66487,66487,problem bread sweet far sentimental,0,5
66488,66488,fantastic dual performance,1,3
66489,66489,beautifully sing,1,2
66490,66490,impress tire retread,1,3
66491,66491,movie nt painfully bad something fully experience,0,7
66492,66492,years years costly analysis could never fix,0,7
66493,66493,fuse events life imagery paint vividly artist work may take strike new significance anyone see film,1,16
66494,66494,show movie reviewers open afraid bad review think earn,0,9
66495,66495,crack smile,1,2
66496,66496,barbershop get greatest play timeless spectacle people really talk,1,9
66497,66497,huge column word adequately describe cowriterdirector peter jackson expand vision jrr tolkien middleearth,1,13
66498,66498,excellent storytelling economical,1,3
66499,66499,misunderstand marivaux rhythms mira sorvino limitations classical actress,0,8
66500,66500,boundaryhopping formal innovations glimpse,1,4
66501,66501,marvel disney render water snow flame shadow,1,7
66502,66502,sweet treasure something,1,3
66503,66503,laconic,0,1
66504,66504,nt fit well together neither well tell,0,7
66505,66505,one thing hold interest midst mushy existential exploration men leave families,1,11
66506,66506,call pity sympathy,0,3
66507,66507,man know evil monstrous lunatic,0,5
66508,66508,arduous journey sensitive young girl series foster home,1,8
66509,66509,director shekhar kapur supply tremendous skill,1,6
66510,66510,usually leaven charm conspicuously miss girls bigscreen blowout,0,8
66511,66511,pleasure film like hours alternative,1,5
66512,66512,turn small personal film emotional wallop,1,6
66513,66513,neil burger succeed,1,3
66514,66514,graphic sex may attract audiences unfaithful grip performances lane gere keep awake,1,12
66515,66515,rare family movie genuine sweet,1,5
66516,66516,ridiculous wig,0,2
66517,66517,gorgeous,1,1
66518,66518,overcome resistance,1,2
66519,66519,nearmasterpiece,1,1
66520,66520,make movie fresh,1,3
66521,66521,better phantom menace,1,3
66522,66522,connect stories breitbart hanussen actually fascinate,1,6
66523,66523,crypt,1,1
66524,66524,likely leave last impression,1,4
66525,66525,rather routine script,0,3
66526,66526,nt movie symptom,0,3
66527,66527,go quickly funniest joke movie year include intend adults,1,9
66528,66528,intermittently hilarious,1,2
66529,66529,story go,0,2
66530,66530,like precious finely cut diamond magnificent behold sparkle beauty yet reality one tough rock,1,14
66531,66531,rise place never quite justify existence,0,6
66532,66532,way turn legendary wit classic mistake identity farce brutally labor unfunny hokum,0,12
66533,66533,ultimately come insultingly simplistic,0,4
66534,66534,somebody belong somebody,1,3
66535,66535,film pleasant enough dish,1,4
66536,66536,flatout amuse sometimes endear often fabulous solid cast,1,8
66537,66537,anything frustrate bore forgettable,0,4
66538,66538,joyless,0,1
66539,66539,intimate unguarded moments folks live unusual home pop nearly every corner country,1,12
66540,66540,certainly wo nt remember one witherspoon better film,0,8
66541,66541,best korean film,1,3
66542,66542,serve eviction notice every theater stick,0,6
66543,66543,drown promise romantic angle,0,4
66544,66544,silly beyond comprehension,0,3
66545,66545,movie could release condition,1,4
66546,66546,dangerous live altar boys flaw,0,5
66547,66547,buoyant romantic comedy friendship love truth together,1,7
66548,66548,support character either goodly wise know downright comically evil,0,9
66549,66549,overwhelmingly positive portrayal,1,3
66550,66550,make subject interest nt part suppose target audience,1,8
66551,66551,real filmmaker eye,1,3
66552,66552,make detail historical document engage move portrait subculture,1,8
66553,66553,rap rb name,1,3
66554,66554,bring beguile freshness comingofage story buoyant expressive flow image emerge another key contribution flower south korean cinema,1,17
66555,66555,great performances,1,2
66556,66556,wonderfully loopy tale love long vote,1,6
66557,66557,rare documentary incorporate much human experience drama conflict tear surprise transcend normal divisions fiction nonfiction film,1,16
66558,66558,hoot watch rock chomp jumbo ants pull arrow back leap unscathed rag fire,1,13
66559,66559,force funniness,0,2
66560,66560,psychology real narrative logic series carefully choreograph atrocities become strangely impersonal abstract,0,12
66561,66561,unfocused,0,1
66562,66562,leather,1,1
66563,66563,movie virtually nothing show,0,4
66564,66564,lilo stitch reach emotion timelessness disney great past even recent successes mulan tarzan,1,13
66565,66565,stab,0,1
66566,66566,poetry passion genius,1,3
66567,66567,make movie special utter sincerity,1,5
66568,66568,dig mind find unblinking flaw humanity,1,6
66569,66569,add satisfy crime drama,1,4
66570,66570,settle clichés,0,2
66571,66571,keep interest without come close bowl,1,6
66572,66572,fascinate literary mystery story,1,4
66573,66573,assemble fascinate profile deeply humanistic artist spite witness remain surprisingly idealistic,1,11
66574,66574,jeff gorgeous,1,2
66575,66575,director abel ferrara,1,3
66576,66576,strange film one hard warm,0,5
66577,66577,entertain,1,1
66578,66578,nelson intentions good end result justice story,0,7
66579,66579,25 minutes decent material,0,4
66580,66580,give us reason theater beyond wilde wit actors performances,0,9
66581,66581,film laundry list minor shortcomings,0,5
66582,66582,pulpy concept many hand would completely forgettable,0,7
66583,66583,burn blast stab,0,3
66584,66584,miscalculation,0,1
66585,66585,hardtopredict absolutely essential chemistry downtoearth bullock nonchalant grant prove sensational everything mesh elegant entertainment,1,14
66586,66586,target audience nt graduate junior high school,0,7
66587,66587,two movies,1,2
66588,66588,dream image,1,2
66589,66589,sum fear remarkably fuddle motives context drain dramatic substance would shake us boot cinema seat,0,15
66590,66590,actors likely find next inevitable incarnation love boat,0,8
66591,66591,pitfalls expect potentially sudsy setup,0,5
66592,66592,slop em together,0,3
66593,66593,wrap theater cold blanket urban desperation,0,6
66594,66594,great premise great premise,0,4
66595,66595,rare film,1,2
66596,66596,heavyweight film,1,2
66597,66597,sarah dedication find husband seem psychotic romantic,0,7
66598,66598,unpaid intern type chris rock anthony hopkins terrorists univaclike script machine,0,11
66599,66599,please someone stop eric schaeffer make another film,0,8
66600,66600,thematic content narrative strength,1,4
66601,66601,large cast solid,1,3
66602,66602,come close justify hype surround debut sundance film festival two years ago,1,12
66603,66603,enjoy lifetime,1,2
66604,66604,affectionately goofy satire,1,3
66605,66605,,1,1
66606,66606,couple disgracefully write dialogue,0,4
66607,66607,craft emotionally cold puzzle whose intricate construction one admire difficult connect deeper level,0,13
66608,66608,fresh idea core tale,0,4
66609,66609,spend watch waste time,0,4
66610,66610,stereotype good fun add bite heart unsettle subject matter,1,9
66611,66611,optimism group people struggle give better lot life ones,1,9
66612,66612,scrap,0,1
66613,66613,dialogue inventive moments,1,3
66614,66614,cinematic poem,1,2
66615,66615,rotten almost every single facet production,0,6
66616,66616,case zero,0,2
66617,66617,drastic iconography,1,2
66618,66618,magnificent swoop aerial shots breathtaking,1,5
66619,66619,praise love remain ponderous pretentious endeavor unfocused tediously exasperate,0,9
66620,66620,fairly slow pace,0,3
66621,66621,cinematic car wreck,0,3
66622,66622,peculiar malaise,0,2
66623,66623,full kind energy document,1,4
66624,66624,consider work,1,2
