,Rating,Review,Length
3341,4,happy good product quality work fine job use android fast reliable,11
3342,4,buy new smartphone instal easily work require many years problems san disk product use,14
3343,4,get use dell venue 32gb smaller hard drive space critical download videos photos etc microsd speed adequate great deal 20,20
3344,4,great card note 2 galaxy 3you cant iphonelolyou need storage get thisbut dont really like scandiskdont trust themi read lot problems card,22
3345,4,review little backwards8230 think relevant go firstwarning buy card salethe typical price since summer 2013 24 32 gb 48 64 gb pay actually pay less luxury time patiencethe lowest nonlightning price hit 1800 32gb 35 64gb early december basically buy price hit 20 less 64 near 4000from december 2013 january 2014 watch card change price almost daily basis initially go sale 1795 3495 32 64 respectively watch slowly increase price random dip peak month january 6th 2014 still show 34best deal amazon34 347 days34 highest price point since last summer higher ever pay card dont let 34best deals34 section deceive 2750 34deal34 term priceokay heres actual 34review34 absolutely great sdxc cardsi try variety microsdxc card far samsung ultra uhs1 best price cant beat important reason speed capacity reliability durabilityi single failure use card nook hd nexus 7 2013 via usb canon 5d mark ii converter macbook pro card slot theyre durable waterproof use card devices without reformatting even one go wash still use picturesfor technically incline card clockwork mod bootloader nook hd magiclantern firmware canon eos 5d ii card pull nook shoot picture camera look result nook pull card one device place possible sdxcsdhc card turn samsung uhs1 card ive find work reliably card wont boot theyre slow finicky samsung uhs1s work great 64gb boot nook 64gb card willi keep eye open price drop card theyve perform well samsung also newer faster card pricepoint hover somewhere north 34prohibitive34 still stick thats good news regardless new card increase market share drop even price,252
3346,0,maybe get defective card one felt bite 34thinner34 34flimsier34 microsd card ive hadthe real problem week use expand storage tablet start trouble certain program instal card finally tablet give message card corrupt pc would recognize eery time try format card would error,42
3347,4,recieved fast copy stuff take little time plenty space speed,10
3348,2,receive defective one want format return buy different brand instead although past experience sandisk fine,15
3349,4,test store apps take pics videosi techie enuf run specific test,11
3350,4,great price fast work well note 3 use usb 30 movies show tons music im never bore anywhere go,19
3351,4,best microsd card around shoot gopro black editionhad enough memory record dive 1080 wide settingswill get lil giant,18
3352,4,buy generic card terrible experience purchase sandisk ultra regret buy product first sandisk brand worth buy,16
3353,4,memory card work fine problems number sandisk memory card ive never problems,12
3354,4,really dont much say sandisks card work intend never problem,10
3355,4,best micro memory android phone fast run fast 38mbs 30gb splurge movies videos phone perfect amaze productp get ultra mobile version slower one,23
3356,4,local electronics store inventory memory microsdhc format amazon fix problemthis come quickly breeze install save 15 add bonusnow download music cell phoneproblem solve,23
3357,4,thank lot sandisk good job work adapter nikon d800 flawless non stop 20 min hd 1080p record,17
3358,4,write transfer data fast sandisk always reliable product sandisk one top line prove electronic devices market cant go wrong ive never problem say something happen far good go sandisk,29
3359,4,buy one hubbys gps work great havent hear complaints since instal thank,12
3360,3,galaxy 3 work great ive problems highly recommend,8
3361,4,plug samsung galaxy 4 work great plug phone pc recognize easily transfer file card recofnized phone work would recommend,19
3362,4,order work gopro hero3 black work well come sd memory card adapter perfect high speed card readers,17
3363,4,things sandisk function well far issue come adapter big plus,10
3364,4,space card amaze use gopro camera great far,8
3365,4,buy item use android base tablet work fine double storage capacity reasonable cost,13
3366,4,try use nonultra model one year one two stop work completely use galaxy s3 phone switch one one months ago issue speed reliable also highly recommend,26
3367,4,buy use canon 60d camera work great lag havent problem,10
3368,4,work great samsung galaxy s4i also use sandisk card droidx bad experience another manufacturers 32gb microsd card occasionally flake outbeware imitation card may look almost identical,26
3369,4,use office use window os im one mac os file transfer computers easy little thing,15
3370,4,buy go samsung galaxy iii class 10 mean fast work well,11
3371,4,much faster microsd card class 4 galaxy s3 fast enough slow load filesmusicphotos benchmark,14
3372,4,fast problem work im content performance price file enough space next year well,13
3373,4,transfer speed move file phone well root add various roms much faster im use havent do official benchmarking though,19
3374,4,issue end utttingthis samsung galaxy s3 instead tab2 like originally plan order another one soon,15
3375,4,buy memory card smartphone nokia lumia 521 older 8gb micro sd card die amazon basics brandi throw mp3s listen phone trip california coast since know areas wouldnt radio cell phone reception problems iti havent do speed test im use anything need extreme speed enough speed capture video picturesits great deal amount storage price,53
3376,4,plenty memory gopro durable small enough lose haha make sure phonedevice handle,12
3377,4,use old phone work great quick transfer rat love short amount time use probably use something else like camera something,20
3378,4,say card work perfectly havent single issue sandisk card one point didnt work properly sandisks customer service great replace product reason keep give business,24
3379,4,come two days ahead schedule instal right away peeve people might come much package give friend bruce banner go hulk couldnt get open use scissor like say package shouldve read instructions package first buy new house smash,37
3380,2,pretty cheap card good amount storage fairly slow write performance competitors microsd card offer much faster performance similar price,19
3381,3,get galaxy 2 phone work right away issue write time slow month issue exchange come promptly new sd card work great,21
3382,4,buy gopro hero3 black work flawlessly capture 1080p 60fps problem keep data write never errors malfunction ive even capture use 4k problems people say doesnt work im guess problem isnt card either gopro computeroverall card work perfectly much cheaper amazon dont bother buy store charge twice much,47
3383,4,problem able use full potential,5
3384,4,get samsung s5 super tiny dont drop let pet eat itgreat price work ship safely,15
3385,1,notice long time ago even really run fast speed im mostly talk read mostly play music video file card seem get fairly warm pretty much outside point could rma start randomly disconnect first think phone though clue would ever thing wouldnt send point anyway always seem fine plug computer time get worse worse would remove put back quite time get finally work eventually start computer thats realize something fishy switch another card phone problems go away hand one stop work completely bite later even computermaybe get bad one right id rather get different one instead buy new one,98
3386,4,sd card exactly look last one purchase get delete unformatted phone decide replace great price come adapter,17
3387,0,hop receive defective product experience rare product work intend replace another 32g micro sd card think class 10 rat product would faster never work correctly keep dismount unexpectedly lose data worth money end use slower rat product work reliably since day buy wish product do,45
3388,4,buy exactly micro sdhc sandisk ultra 32gb year ago im use daily stuff reliable never give sort problem setup card like hard drive pc readwrite lot large amount data everytime like video file photos map document work flawlessly instance recall fail also fast tablet pc im use several hours day data set read write external disk couldnt happier use brand past somehow didnt meet expectations new disk order backup copy case lose tablet,73
3389,4,purchase recommendation use ls300w dashcam like dashcams constant high definition write sd card need loop work expect reliable fast,19
3390,1,think product great product however devices build microsd xc devices like pad phone specifically state feature microsd compatability microsd xc happen since buy new pad think would compatible however microsd xc format exfat device detect hardware cant write read,39
3391,0,purhcased card hero 3 cam work last year 34 time use use year great life time ski videos card fail could read reformatted lose vids strictly use hero 3 cam pull try retreive vids use several pcs multiple card readers recovery software good never know card fail extremely disappointedtry another brand next time use multiple card smaller storage different brand,60
3392,3,always purchase sandisk products work alright go bad 2 months sandisk replace issue replacement sandisk send,16
3393,3,never issue sandisk adapter card devices work great one exception small media big finger manage need work well last thing amazons price hard beat,24
3394,0,buy two 32 gb sandisk ultra microsdhc card unusablethe first one stop accept new data put bite less one gig data onto card couldnt add file couldnt reformat card try write new file onto card write operation seem work new data couldnt read back successfully file already card still readable though basically card become 1 gb rom fortunately sensitive personal information card return amazonthe second one didnt fail way still unusable transfer bunch file read back transfer file data errors example 3 minute music file might able first minute music play back bad data would stop music player run writereadback test confirm data errors nearly every block test use flashdrivetesterv114exe free downloadi end buy equivalent transcend producttranscend information ts32gusdc10 32gb micro sdhc10 flash memory box adapterwhich perform flawlessly half capacity use ive never see sign data loss corruption usb plug flash drive ive good luck sandisk products experience sandisk microsdhc card terrible,152
3395,0,say sandisk one best company field electronics digital cameras dissapointed memory cardthe card memory 25gb speed 14mbs advertisedi give dad use phone start use sony 32gb microsd say work perfectly storage 32gb speed 43mbsbuy httpamznto1igqmvm exact link use buy mine,40
3396,4,advertise guy hold serious stuff innards solve issue quite speedy would suggest,12
3397,4,come preformatted easy install come adapter great recommend look micro memory card worth price,14
3398,4,use product gopro 3 black edition work fantastic even 27k resolution import fast especially usb 3 card readers almost always go sandisk days flash ram invent much show,28
3399,2,buy little year ago use laptop work advertise much time stop let write delete stuff could read fine couldnt even format kinda sit try format number different ways finally contact sandisk say send replacement free charge would maybe give lower rat customer service sandisk make faulty card glad fell warranty period think card fail would give five star sandisk wouldnt replace would give one star hopefully latter doesnt happen,69
3400,4,probably never take tablet hard get hold instal work fast use adapter good case need,15
3401,4,work like suppose lose file yet big storage microness class 10 highest class far,14
3402,4,great microsdhc card use phone extra storage use brand past work great never problem scandisk,15
3403,4,love get things cheap amazon vs get major electronic store double price work perfectly streamsdownloadsuploads quickly love adapter come use transfer file computernotebook faster 30 usbthumbdrivedongle great buy,28
3404,4,item work great expect without issue would recommend item anyone need good buy,13
3405,4,new android phone tmobile upgrade micro sd slot come card instal read could take 32 gb search best deal super fast great price couldnt happier,25
3406,4,fit new samsung note 3 hold lot music data like sandisk brand exception oh mention buy second one son,19
3407,4,excellent item price class 10 way go youre upload copy file computer 32gb well work well issue,17
3408,4,good card still work car dvr love hop work long time,11
3409,4,great product great price great quality ive purchase 6 far family friendsthe thing better would 128gb modeli wish laptops come micro sd slot,23
3410,4,great product great speed hassle plug play sandisk products always reliable hope keep brand,14
3411,4,unreal 64 gb data fit small memory card long ago consider futuristic,12
3412,4,put android hold picture music items work like charm lot room still memory blaze fast happy,16
3413,4,please speed performance memory card use camera smart phone,9
3414,4,sandisk make reliable sd card work tech support company rely map load sd card recommend sandisk class 10 great mean fastest card make class show minimum speed data transfer card class 10 always least minimum transfer 10mbsec card professionals use record hd video high quality image,46
3415,4,buy good bargain amazon card perform amazingly great devices definitely worth purchase thumb good buy,15
3416,4,sandisk product ive ever purchase work well one different use sony experia z1s tmobile ive problems sandisk trust brand pair great price amazon prime eligibility nobrainer purchase youre look data device,31
3417,4,work perfectly well galaxy s4 use put micro sd card adapter put laptop connect phone laptop transfer stuff one sd card work well still stuff plenty room spare s4 save apps onto ur sd card whatever save sd card instead actual phone memory save lot free memory happy purchase,49
3418,4,theres really much say put right s4 arrive issue ever since nice card plenty room music photos videos whatever else cram phone,22
3419,4,get samsung galaxy s4 super nice space allow fit much phone hold everything want entire season seinfeld bore time lot lot music great buy,24
3420,4,micro sd card work ask fori one electronic devices,9
3421,4,card perform much better lower class 4 6 card use past around 400 picture well quite bite content content load quickly android phone happy purchase,25
3422,4,great fast card issue gs3 recognize quickly still work year later,11
3423,4,microsd card work wonderfully galaxy tab3 give great deal extra storage media tablet,13
3424,4,format fat32 google work great ill never understand people would ever buy phone doesnt microsd slot fill whatever want movies tv show music share whoever want pop phone set long trip airplane ride etc never need worry run space take full hd videos either,44
3425,4,buy 64gb memory card minicamcorder unlimited picture video take capabilities pack extra memory card,14
3426,4,buy samsung galaxy s4 little available memory board unfortunately phone doesnt allow user move apps sd card isnt card fault phone fault card work great seem transfer quickly full 1080p hd videos trouble record directly card,36
3427,4,work fairly fast definitely 30mbs fast copy via usb 30 adapter absolutely much slower write thats true memory card worse others,21
3428,4,far outlast 32gb scandisk micro faster data transfer phone seem breathe highly recommend ultra regular,15
3429,4,micro sd card hold quite bite stuff stuff stuff like,10
3430,4,work give review since exactly advertise good buy anyone,9
3431,4,work perfect note 3 card even write almost fast internal phone storage work much better cheap chinese card ive also try go pro plenty write speed even enough shoot 4k highly recommend definitely get another soon,36
3432,4,purchase microsd card record extend 1080p videos work flawlessly camera immediately recognize card go settings select format solve problem,19
3433,2,great little card problem experience may even relate card android os experience bufferinghiccupspauses watch video also utorrent client background download sure limit card possibly faster write speed need fault phone os however confident operate within speccard look good bad case phone never see,43
3434,4,buy back complaints fast reliable hickups decent price well come back another,12
3435,4,ultra fast sandisk brand sd card thats great digital cameras especially video get smartphone mainly 32 gb capacity fill bill low price prime ship cant get better quality flash card sandisk im still amaze cram huge amount memory tiny chip one megabyte data text print would fill pickup truck chip 32 thousand megabytes think 32000 pickup truck full text chip smaller pinky fingernail,63
3436,4,card receive work perfectly samsung note 2 come converter normal sd size use copy music photos imac card pick straight away mobile device work fast enough take picture videos mobiledelivery fast usual amazon package goodon sidenote couple dslr cameras generally prefer sandisk brand memory card ive see brand fail inappropriate time never failure sandisk,54
3437,4,instal contour camera work swell take 1080p hd video 30fps cant complain cant say much good stuff,17
3438,4,hesitant purchase regular phone sd card die decide go class 10 tablet excellent choice,14
3439,4,order extra memory wifes tablet provide lot extra space storage beyond onboard ram,13
3440,4,good micro sd card love sandisks products good warranty policy would recommend product,13
3441,4,work expect problems second time purchase item happy purchase cheapest price find sandisk,13
3442,4,small big memory perfect gift samsung tableti pretty sure love,10
3443,4,awesome microsd card issue several perform well gopro sg4 note 2,11
3444,4,work perfectly gopro 3 issue write time work expect issue lose anything store corruption highly important anything camera relate,19
3445,4,love use add additional storage space mb air together minidrive may comparable speed actual ssd audio file photos good,19
3446,4,lot fake memory sell right legit work state capacity benchmarked fast device 10 mbsec devices limitation card im sure faster devices support higher speed,24
3447,1,use samsung galaxy tab 2 101 tablet stop work 10 months without warn tablet recognize blank unformatted card computers wont even recognize still try recover priceless photos kid since last backup card,32
3448,4,soon learn nokia lumia 1520 would gladly accept 128gb microsd card seek one 119 promo price amazon evaporate along stock rare card price skyrocket nearly 200 stock pin whine one day early may back amazon awesome price point 119 pull trigger immediately well apparently card backorder short wait four days later card format via phone ands change phone settings save everything card im happy camper readwrite speed good really noticible lag take photos lot choose take photos 5mp low rest version correspond 16mp raw version drive allow store 1gb appsgames many tons pics 1080p videos id say phone accept 128gb card brainer,102
3449,4,test dozens sdhc microsdhc card one disturb trend notice speed class rat microsdhc typically inflate example class10 rat mean card must deliver sequential write speed least 10mbs somehow class10 microsdhc card always slower class10 sdhc card manufacturer case point thepny 32 gb microsdhc card psdu32g10efs2claims class10 yet write 86mbs maximum fullsizepny psdhc16g10achieved 134mbs accord crystaldiskmark v301thissandisk ultra 32 gb microsdhc class 10 uhs1 card sdsdqua032gu46a however prove exception achieve sequential write speed 10mbs accord two different benchmark program 118mbs crystaldiskmark 106mbs h2testw v14 faster microsdhc card include two class10 card frompnyandpolaroida closer look file transfer speed use flash memory toolkit reveal another nice surprise write small file sandisk ultra microsdhc card perform well fullsize counterpart thesandisk ultra sdhc sdsdu032gaffp contrast class10 microsdhc card perform poorly write smaller file see benchmark result upload customer image detailswhen use memory card digital camera record hd video need store huge video file session mean sequential write speed critical use tablet smart phone however card random write speed small file important thats applications sandisk microsdhc perform faster pny polaroid card even though also rat class10bottom lineas write sandisk ultra microsdhc card ia actually price lower class10 card pny polaroid make sandisk best value especially need honest class10 performance across platformsside note confuse sandisk ultra card withsandisk mobile ultra microsdhc sdsdqy032gu46a latter rat class6 size 32gb card 297gb accord computer actually normal computer people count one gig 2 power 30 73 larger one billion 297gb translate 319 billion bytes 32gb accord market peopleupdate feb 4 20131 amazon combine sandisk ultra 32gb 64gb card product page please beware intend appliance must compatible sdxc order use 64gb version original review refer 32gb sdhc version2 two part number card start amazon product page select retail package youll see part number sdsdqua032gu46a click frustration free package part number change sdsdqu032gaffpaupdate oct 5 2013the sandisk microsdhc card work great new samsung galaxy s3 without need reformat default format fat32update dec 26 2013my old test result limit card reader usb 20 port use retested sandisk uhs1 micro card use thetranscend rdf5 card readerconnected usb 30 port result crystaldiskmark 301 x64 sequential read speed 400mbs 348mbs connect usb 20 port sequential write speed 131mbs 126mbs connect usb 20 port,366
3450,4,get new phone work expect dont worry speed things load music phone store picture far issue micro sd card,19
3451,4,quite fast expect work perfectly smoothly buy new droid razr move new carrier take minutes computer recognize cause think card bad eventually recognize allow move everything previous card via desktop also put movies far watch phone flawless smooth phone weeks complaints whatsoever point excellent card,45
3452,4,plug little gem 1520 huge amount memory video kindle download music,11
3453,0,speak customer service replace 3 time card problems time time look ways get warranty decide something obviously wasnt problem happen 3 time previous card basically look company honer warrantiesvery sad usually good cardsthey keep say samsung update software update ways wont match sandisk card,44
3454,4,buy finevu cr500hd dash cam cam cannot take card greater 32gb find consistently perform card usei get almost double record content vs 16gb card come dash cam need card maintenance perform issue card get,34
3455,4,love make tablet work much fasterbecause take alot memory would internal storagefrees alot space ive get bunch music movies download micro card use 14 memory thank would recommend thisto anyone whole love music movies go,35
3456,4,memory card class 10 mean faster transfer one even faster work promise,12
3457,4,store image videos note 3 issue state possible receive bad batch,11
3458,0,pro 9642pricecons 9642intially begin get card read errors samsung note right 6 months fail lossing data picture videos document ect gonei shouldnt cheaped buy samsung card,26
3459,4,expect sandisk work advertise garmin 850 gps satisfy product,9
3460,3,buy card expand memory note ii work well complaints far probably purchase 64 gb one fill,16
3461,3,far good complaints suppose,4
3462,0,purchase android phone provide media storage one receive doa speak sandisk tech support confirm bad unit since within 30 days suggest return amazon instead go warranty procedures return amazon make mistake request replacement instead refund replacement appear work first short cause phone reboot file go miss display form instability bite late return contact sandisk replace unit warranty however take lot time necessitate repeat copy many gbs data secure erase informationthe warranty replacement sandisk work well far however im see much improvement application similar 32gb class 4 sandisk microsdhc one class 10 would probably give current unit 3 star rat amazon deliver units defectiveif get bad one id suggest return refund replacement,111
3463,4,number sandisk memory products 100 reliable microsd exception purchase memory specifically largest microsd memory currently available use removable data storage windows surfacepro2 free onboard ssd drive memory review surfacepro2 didnt verify compatibility 128gb microsd surfacepro2 immediately recognize operate flawlessly,39
3464,4,work great add memory new asus t100 tabletlaptop come 64gb hard drive 128gb,13
3465,4,get fast card gadgets class 10 higher number faster readwrite sandisk well know reputable name would avoid cheap junk fail youve lose whats card likely,25
3466,4,20 less money comparable samsung fast install easily would recommend friend also appreciate 34user friendly34 package,16
3467,3,fungible micro sd card work expect filler text get past idiotic word count minimum,14
3468,2,fail one month sandisk promptly replace great customer service new card seem work ok read problems galaxy s3 may memory modules fault fail,23
3469,4,short sweet ive never issue sandisk media one solid well sandisk media countless electronic gadgets,15
3470,4,cant complain anything sandisk buy product anytime need memory card price decent storage capacity well,15
3471,4,use galaxy s4 work fairly well ive transfer bunch file pc via usb 30 memory card reader ya know blaze fast pretty good certainly lot tolerable pretty much microsd card ive usedthat say get minimum write speed thats good enough 1080p video cell phone mobile device probably lead faster time shots use camera phone reason take less time write picture take disk vs say cheaper sd cardits microsd card havent problems go,72
3472,4,one work like suppose work fast response delivery adapter fit standard memory card reader,14
3473,4,memory card perform like store data would recommend cameras device call storage sd card adapter,15
3474,4,work advertise issue date faster card pay,7
3475,4,purchase gopro hd hero 3 silver work extremely quick problems record videos take picture would buy,16
3476,4,get exactly display describe buy directly amazon usd 60 samsung captivate glide u need format phone voila 59gb exact calc bytes big fan transfer speed satisfy desire put one phone buy thru amazon bulk purchase cheaper require u wait longer shipment case faster expect happy customer,46
3477,4,use midland action cam hunt fish rely sandisk quality dozen different memory card brand like sandisk best never issue,19
3478,4,buy use canon elph 520hs digital camera work fine right box probably need much capacity worry,16
3479,4,work great transfer quickly use dell venue tablet polaroid xs100 action camera,12
3480,4,quick shipment product describe come adapter come handy sandisk great product usually deliver quality item,15
3481,3,reasonable price good quality much need say,7
3482,0,appear 32gb sandisk ultra micro sd card purchase amazon defective instal samsung tablet could successfully transfer file use either usb cable wifi file transfer would appear start would slow hang completely every one multiple attempt different file type number file range many single file try load file onto card directly pc tablet would see try reformatting card pc tablet still get result try tablet would appear format card tell card blankunformatted aba old 8gb sandisk micro sd card lay around work perfectly format transfer file read write file everthing work put 32gb sandisk ultra card back tablet problems conclude sandisk ultra card defective return im still use old 8gb card without hiccupthe good thing amazons return policy quick painless,119
3483,4,issue micro sd purchase use video camera everything would expect without problems wouldnt hesitate purchase,15
3484,4,buy memory lumia 620 work really faster previous microsd class 4 complaints im happy purchase,15
3485,4,name speak come regular sd card adapter one day feel need microsd card simply put back adapter use regular sd card camera electronics take form regular sd card read write fast since class 10 card buy samsung galaxy s4 nice addition store big 1080p file mp3 music load hand best brand industry sd card highly recommend,56
3486,3,installation surface simple add lot storage tablet like sd adapter use like mini usb drive larger pc,17
3487,4,excelent,1
3488,2,fail one month problem epidemic sandisk forums slowly get corrupt fail report 3032mb sizethe lifetime warranty nice products clearly defective im process rma update post status updatesdo trust data product keep backup everything put im 100 serious look sandisk users forum 64gb cardshere breakdown lastedsandisk ultra 64 gb microsdxc class 10 uhs1write speed 810 mbs usually 8 test windows usb 30 reader androidread speed 27 mbsfailed 1 12 monthsupdate 21314received back replacement item brand new condition readspeed 40mbs write speed still around 1012mbs rma turn around time 3 weeks rat one last longer one monthupdate 5114rma replacement still go strong up star rat one point,105
3489,4,right size gopro black,4
3490,4,sandisk ultra card say record data go pro without problems,10
3491,0,many reviewers card work perfectly first week half suddenly lose format could longer reformatted time overheat dangerously sandisk currently issue rma replace worry replacement could also end defective evident 1star review rate defect card 10 seem like absolutely unacceptable number memory card major manufacturer like sandisk hasnt headsup problem negative review quite clean act sandisk,55
3492,4,excellent product great price use asus transformer pad 700 work great speed high enough ply high definition video,18
3493,3,good quality memory good function receive record time seller far issue memory card,13
3494,4,purchase two use surface pro load one 60 gigs movies one 60 gigs music small form factor mean easy transportboth work flawlessly surface proredirected itunes music drive therefore use none pro storage space movies musicplays movies music perfect pro deviceno waitsno slow downsjust pure stream sandisk screen happyof course skydive icloud amazon cloud sometimes away fast wifi simply want use process speed streamthis enable content available whim,67
3495,4,work great samsung phone easy use get take punishmentill buy soon,11
3496,4,64gb microsdx class 10 memory card use external storage samsung galaxy note ii phone far work great,17
3497,4,many complain hero3 require high quality msd card pick one great price amazon issue camera freeze record desire transfer rat advertise also load one point 30 xvid movies daughters watch asus epad transformer work perfectly highly recommend,37
3498,4,work like charm originally think expensive buy brand card end junk return spend extra 15 card awesome samsung galaxy tab 3 80 smt310 watch movies read book pdf listen music since travel lot end buy couple way wont even need take full size laptop,44
3499,0,dunno bad copy try transfer file like 2gb 3gb doesnt copy eject mount transfer songs pc airdroid pain cant transfer movies pc way try format check errors issue move smaller file like 20mb sovery disappoint especially priceupdate problems phone tell every sd card unexpectedly remove try phone problem,48
3500,4,memory card best ive download kinds information without problem ability cover expectations negative adapter work properly computer,17
3501,4,fast sleek small really much say microsdhc buy know,9
3502,4,sd card begin act little buggy time sandisk card still run great card include,14
3503,4,say sandisk always work perform way meet get samsung tab 101 work flawlessly,13
3504,0,card die less one month siii lose 400 picture valuable picture information buy,13
3505,4,love class 10 uhs memory card thank onedog,8
3506,4,class 10 16 gb perfect phone never use anything less class 10 phone lag time wait card respond 13 ship front door go wrong sandisk good many years recommend,29
3507,4,purchase go spouses new sony tablet happy unlike doubt every fill hand use tablet take photos dont worry miss surprise shoot tablet isnt around,24
3508,4,use s3 great movies music picture take wat else say,10
3509,4,easy install work samsung galaxy pro 101 get gogreat way add storage,12
3510,4,sandisk always provide reliable memory product case 32 gb card go samsung note 80 wife could pleasedpros reputable brand pricecons none note,22
3511,3,well im experience product reviewer come memory card kind thing everything seem fine delivery time time write speed read speed normal didnt expect adapter would come thats plus 1 star reason im give four star battery drain phone fill card almost 15 gbs music put phone phone battery drain quickly suppose like im sure phone card faulty ive never experience thing anyone know solution explanation situation hope u enlighten pls otherwise product seem solid legit,75
3512,4,sd card work great big storage write fast enough much complain,11
3513,3,cant tel much memory card cant compare products,8
3514,4,put new roku 2 xs seem work recognize format im hop use roku music video suppose mostly ill stream think id give option locally store media,26
3515,0,pros look good work fine start act upcons work 68 months 2 samsung s3 phone 3 months samsung galaxy note 8 one one die become unreadable cannot format either dead wastedsandisk post disclaimers like dont bother use samsung device,39
3516,4,work note 3 cant complain price sweet amazon best thank thats,11
3517,4,good quality memory card use gopro hero 3 work flawlessly wish electronics simple,13
3518,4,san disk alway brand name know trust never problem san disk memory card purchase,14
3519,4,16gb card s4 wife didnt memory card s3 buy couple us need bigger card load custom roms need one media work great pretty nice capacity,25
3520,4,able add 10 full length movies 720p phone problem chip must long airplane trip,14
3521,4,sandisk ultra 32gb microsdhc class 10 uhs item describe decent product price quality come small sd card next size adapter,20
3522,4,thank much im satisfy please product purchase recommend vendor reliability diligence quality products grateful happy clientoswaldo artiaga,17
3523,4,make mistake buy suppose 64gig card ebay find fake decide purposely buy retail package sanddisk card directly amazon card great reformatted fat32 use sansa clipzip hisoundaudio studio v 3rd anniversary problems card work advertise transfer speed great load file onto card,41
3524,4,get cell phone likely storage ever need price go lower capacity chip wouldnt save much money didnt make sense exactly picture work without problem,24
3525,2,put samsung skyrocket phone even though phone say 32 gb max still recognize format card great spacehowever time try use usb mass storage mode transfer file errors think phone since larger max spec try usb card reader still errored try file finally put adapter stick card reader build laptop transfer file wayi think issue use usb 20 file write fast fault laptop transfer file wireless network card transfer speed slow enough successful take night get stuff card thoughi use mostly pics video phone also work great phone seem trouble access anything card seem plenty fast even record high def video lot work,102
3526,4,awesome enough size put movies range 900mb 35 gb issue also play lossless music issue well,16
3527,4,great memory card love fact come frustration free package even better also come sd adapter free thank bunch amazon sandisk,20
3528,4,work well tablets phone,4
3529,4,la uso sul mio samsung galaxy tab 2 7 e va benissimo raramente non la riconosce basta estrarla rimetterla e tutto va posto se fosse spesso sarebbe un problema ripeto succede raramente perciograve consigliata,34
3530,4,card small yet hold much storage problems speed reliability definitely recommend,11
3531,4,bypass 34cheaper34 clone get sandisk data wprth much little 34save34 use cheap imitations trust find,15
3532,3,incident galaxy s3 phone however chip become corrupt chip phone put one samsung phone another samsung tablet well except one time chip phone get funny erase music phone able format erase prepare chip immediately usable lose music weird well sync music phone big deal,44
3533,4,hasnt even blink mp3 player give load room expand library trust sandisk name electronic gear,15
3534,4,one benefit android phone able external storage pop phone move apps add flac movies morei add selection movies never watch flight across atlantic everyone fell asleep around remember add hd movies alone justify purchasedo favor add extra storage phonewhatever,39
3535,4,card perfectbought virgin moble smart phone 2 gig card ittheir geek squad tell need larger card memory download applications almost 2 dowloads itafter purchase insert expensive card get screen download applicationas memory almost filledturned memory card bear applications download store internal build memoryseems phone suggest purchase 2 gigs internal memorywas tell get,52
3536,1,insert micro sd card adapter longer remove adapter stick inside adapter permanently definitely receive defective item also read lot review say card bad sectorsanother transfer computer transfer file suddenly stop say errorsandisks quality control department game theyre sell products general public defective flaw lot also read lot review say card get also defective,53
3537,3,could phone galaxy s3 microsd card phone 32 gb microcenter version wifes phone 32 th version benchmarks faster card much slightly faster could phone one thing problem fit microsd card holderadapter tight fit put card different holderadapter slide problem one come really hold onto card,45
3538,3,work great galaxy s4 right boxand faster old 32gb card use,11
3539,4,receive product 3 days even though ship free ship number items use new cell phone store picture movies etc move everything old phone mobile reader also purchase item everything work flawlessly,31
3540,4,disk great really fast read write lag time use go pro black also come adaptor fit computer,17
3541,4,extremely easy install samsung galaxy tab 3 give fast easy storage movies game everything could want micro sd,18
3542,4,little work card excellent way inexpensivly upgrade storage space surface rt surface pro need reformat card ntfs add virtual hard drive do disk managment thats do extra 32gb space little money,31
3543,4,work verizon samsung galaxy s3 didnt need format plug right work instantly great capacity fastest transfer rate go 68mbps load file onto music mostly,24
3544,4,use home brew project speed major drive factor use two raid adapter awesome,13
3545,4,exactly expect worth spend ton money one get job do without issue,12
3546,0,rec happy good price get want pay scan dic would por matt,12
3547,4,notice constantly run space smartphone check sd card 16gb 98 full picture music applications download time decide get bigger sd card phone research online find phone support 32gb card buy one work great copy paste via computer information old sd card ot one smartphone pick right away didnt lose anything twice much room think thing reset ring tone wave file use old sd card somehow link ring tone file didnt match everything else work fine,75
3548,4,well manufacture memory card keep demand av transfer rat 60 days heavy usage ive issue whatsoever,16
3549,4,ive week far problems due laziness didnt lot research beforehand didnt find problem card galaxy s4 phone buy card apparently card keep unmounting even remount settings fortunately sandisk catch wind problem couple months ago fix kudos,36
3550,4,use samsung galaxy tab 20 transfer rat pretty good go straight usb act little peppier however plug straight card reader,20
3551,4,great fit work great fit right phone without problem like one would get store cheaper amazon,16
3552,4,get elph 520hs camera amaze capacity small size also get adapter could download photos directly quickly computer without need cable,20
3553,0,item order 64gb list card test 1gb oldi would steer far away sandisk sell online unless original packagingi return full refund reorder oem 64gb card samsung,26
3554,4,fast delivery good speed good price make good micro sd buy get pretty nice speed consider im use kinda crappy mobo older usb slot,24
3555,4,hold rat item chance evaluate performance glad make purchase memory card need give steady strong performance access time game photos acceptable unspoken problems galaxy s4i problem point card dismount experience failure memory card part,34
3556,4,great card work well gopro great quality speed size perfect heavier photographers,12
3557,4,memory card work expect get full 32gb data card two word,11
